"","name","address_admin","APN","liaison","ownership_structure","capacity","independent_booking","events_per_month","years_operating","funding_source","interdisciplinarity","event_promotion","purpose","community_focus","creativity","experimentation","threats_neighbors","threats_cost","threats_licensing","description","contact_name","contact_email","contact_telephone","url","zip","county","city","genre","venueType_club","venueType_disco","venueType_openAir","venueType_concertHall","venueType_theater","venueType_cinema","venueType_musicBar","venueType_gallery","venueType_restaurant","venueType_warehouse","venueType_arena","venueType_shop","venueType_studio","y","x","interdisciplinarity_ord","event_promotion_ord","community_focus_ord","experimentation_ord"
"50","Johnny Cash's Kitchen & Saloon","121 3RD AVE S","09306403100","","2. No","400","4. Information unavailable","4. 20+ Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The traditional Southern Meat and Three restaurant","","","(615) 209-9504","https://www.cashbarandbbq.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1607275130203,-86.7757304029603,1,3,1,1
"51","Kid Rock's Big Honky Tonk Rock N' Roll Steakhouse","221 BROADWAY","09306404100","","1. Yes","2000","2. Sometimes","4. 20+ Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Grilled meats, burgers & cocktails in a buzzing, cavernous hub with live music & a rooftop bar.
","Laura Sumpter","lsumpter@kidrockbar.net","(615) 248-2706","https://www.kidrockshonkytonkandsteakhouse.com/","37201","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1613459285107,-86.7756650800544,1,2,1,1
"52","L27 Rooftop Lounge","807 CLARK PL","09310003200","","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Twenty-seven floors high above Nashville’s bustling downtown,
L27 is the city’s ideal retreat to unwind, sip, and, savor. Featuring live music performances and DJs. 21+ only. ","Michael Pisano","michael.pisano@westinnashville.com ","(629) 800-5070","https://www.l27nashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1552214736199,-86.7804527666213,1,2,1,1
"53","La Costa Mexican Seafood","5332 CANE RIDGE RD","16300027400","","1. Yes","","4. Information unavailable","2. 5-10 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","La Costa Mexican Seafood is a Mexican Seafood Grill and bar with karoke nights and live music.","","","(615) 647-7077","No Website","","","Antioch","Latin","","","","","","","","","","","","","",36.0423194580705,-86.6609680921253,1,1,1,1
"54","Larry's Grand Ole Garage","549 E MAPLE ST","04314003600","","1. Yes","200","3. Never","","4. 20+ Years","4. Mixed/all of the above","2. Not too likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","A live music venue in an old garage and transmission shop featuring blue grass music, offering free admission","Rita Jones","rita.jones@larrysgrandolegarage.com","(615) 856-0642","http://larrysgrandolegarage.com/","37115","Davidson","Nashville","Blue Grass","","","","","","","","","","","","","",36.2622089409286,-86.700816801238,2,4,3,1
"55","Las Fogatas","5560 NOLENSVILLE PIKE","16100030500","","1. Yes","","4. Information unavailable","3. 11-20 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Homey Mexican restaurant serving up large portions of familiar dishes in a relaxed setting.","","","(615) 331-6281","https://fogatasauthenticmexicanfood.com/","","","","","","","","","","","","","","","","","",36.0469803005536,-86.710385328246,1,1,1,1
"56","Layla's Honky Tonk","418 BROADWAY","09306307500","","1. Yes","85","3. Never","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Vintage license plates line the ceiling of this lively, intimate bar hosting live bluegrass bands.","","","(615) 726-2799","http://www.laylasnashville.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1609745492543,-86.7781358603682,1,3,1,1
"57","Live Oak","1530 DEMONBREUN ST","09313001000","Marcus Dowling","1. Yes","0","2. Sometimes","4. 20+ Events per month","2. 3-10 Years","4. Mixed/all of the above","3. Somewhat likely","2. Not too likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","Live music venue and bar in the Gulch featuring live bands and writers rounds.","","","(615) 866-9716","https://www.liveoaknashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1529227280554,-86.7908547350998,3,2,3,3
"58","Los Arcos","3798 NOLENSVILLE PIKE","13300011600","","1. Yes","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Family-friendly, casual Mexican restaurant offering a full bar & outdoor patio seating.","José Gutierrez, Martin Romo and José Miranda","","
(615) 837-3800","https://losarcosgrill.com/","37211","Davidson","Nashville","","","","","","","","","","","","","","",36.0883009416607,-86.7310457451444,1,1,1,1
"59","Loser Most Wanted Bar & Grill (Midtown)","111 4TH AVE S","09306400800","Marcus Dowling","1. Yes","213","2. Sometimes","2. 5-10 Events per month","","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Losers Downtown brings a country dive bar experience with wonderful artists and bands performing all day, every day.","","","(615) 736-5050","https://www.coldbeerentertainment.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.160407093423,-86.77706587792,1,2,1,1
"60","Lou|Na","1000 BROADWAY","09309034300","","2. No","","4. Information unavailable","","","","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Lou/na ascends as the newest and most glamorous rooftop bar and lounge accompanied by live music and breathtaking scenery overlooking downtown Nashville.","","","(615) 622-4063","https://lounanashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1582885457808,-86.7849326038148,1,2,1,1
"61","Lucky Bastard Saloon","408 BROADWAY","09306308000","","1. Yes","","2. Sometimes","3. 11-20 Events per month","","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Lucky Bastard Saloon is a bar and restaurant located in Nashville, Tennessee.
The establishment has a lively and casual atmosphere, with a focus on Southern-style cuisine, live music, and a variety of drinks.
","","contact_us_70003@krgops.com","(615) 254-5452","https://www.luckybastardsaloon.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1611554006104,-86.7777485481959,1,3,1,1
"62","Luke's 32 Bridge Food & Drink","301 BROADWAY","09306402700","Marcus Dowling","1. Yes","Null","4. Information unavailable","4. 20+ Events per month","","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","2. Not too likely","0","0","0","Spacious, late night destination offering 4 band stages, cocktails, American eats & a rooftop patio.","","","(740) 341-6205","https://lukes32bridge.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1613000651127,-86.7759788176766,1,3,3,2
"63","Marisqueria 7 Mares","931 RICHARDS RD","14800029500","","1. Yes","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Mexican Seafood Bar & Grill","","7mares.nashville@gmail.com","(615) 315-0207","https://7maresnashvilletn.com/","37013","Davidson","Antioch","Latin","","","","","","","","","","","","","",36.0695427486106,-86.6827418025908,1,1,1,1
"64","Maxwell Lounge at Millenium Maxwell House Nashville","2025 ROSA L PARKS BLVD","08104022200","","2. No","","4. Information unavailable","2. 5-10 Events per month","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","A lively lounge bar in Nashville, Maxwell's Lounge is the spot for live entertainment, great food and a variety of cocktails.","Pat Miller","nashville@millenniumhotels.com","(615) 259-4343","https://www.millenniumhotels.com/en/nashville/millennium-maxwell-house-hotel-nashville/maxwells-lounge/","37228","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1889854637469,-86.7995775007282,1,1,1,1
"65","Mellow Mushroom 
(Broadway)","423 BROADWAY","09306310700","","2. No","","4. Information unavailable","","3. 11-20 Years","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Mellow Mushroom is a pizza restaurant chain with locations in several states, including Tennessee. Its known for its unique and fun atmosphere, with a funky, hippie-inspired decor that features colorful murals, vintage posters, and other eclectic accents.","","
web@mellowmushroom.com","(615) 454-4990","https://mellowmushroom.com/location/tn-nashville-423-broadway-37203/?utm_source=gmb&utm_medium=organic&utm_campaign=Nashville-TN&utm_content=222","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1604024613817,-86.7778847657755,1,1,1,1
"66","Mickeys Tavern","2907 GALLATIN PIKE","07206023400","","2. No","","3. Never","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Mickey's Tavern is a local bar located in the historic area of East Nashville in Nashville, Tennessee. It is a casual, laid-back establishment with a cozy atmosphere that attracts a diverse mix of locals and tourists. **NO SHOWS HERE - not a venue. Says it loud and clear on website. - KH

","","mickeystavernnashville@gmail.com","(615) 852-5228","https://mickeystavernnashville.com/","37216","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2029250663013,-86.7393448972698,1,1,1,1
"67","Music City Bar & Grill","2416 MUSIC VALLEY DR","06200023300","","1. Yes","Null","2. Sometimes","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Chill late-night hangout featuring live country music, pub grub & draft beer, plus a covered patio.","","","(615) 883-2367","No website available","37214","Davidson","Nashville","Country","","","","","","","","","","","","","",36.2193629960737,-86.6971097730653,1,3,1,1
"68","Music City Center","201 REP JOHN LEWIS WAY S","09310047300","Marcus Dowling","2. No","10000","2. Sometimes","2. 5-10 Events per month","","1. Ticket sales","4. Very Likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","A large convention complex located in downtown Nashville that hosts citywide conventions and large musical events","","","(615) 401-1400","https://www.nashvillemusiccitycenter.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1572191426445,-86.7772524524039,4,4,3,3
"69","Music City Walk of Fame Park","121 4TH AVE S","093064B00100CO","","2. No","1500","2. Sometimes","1. 1-4 Events per month","3. 11-20 Years","","3. Somewhat likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Star-studded pavement honoring Nashville music legends alongside the Nashville Music Garden featuring induction ceremonies and live music performances","","","(615) 862-8400","https://www.visitmusiccity.com/walkoffame/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1599931884855,-86.777422893388,3,4,3,1
"70","Musicians Corner","2500 WEST END AVE","09214007600","Eric Holt","2. No","","3. Never","2. 5-10 Events per month","3. 11-20 Years","1. Ticket sales","4. Very Likely","4. Very Likely","4. Very Likely","4. Very Likely","","3. Somewhat likely","0","0","0","Since 2010, Musicians Corner has provided free public access to live music in the heart of Music City. Located in beautiful Centennial Park, the series generally takes place in May / June and September each year. ","Justin Branam"," justin@musicianscornernashville.com","","https://www.musicianscornernashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1494376021062,-86.8129354989031,4,4,4,3
"71","Nashville Farmers' Market","900 ROSA L PARKS BLVD","08213036600","Eric Holt","2. No","Null","4. Information unavailable","1. 1-4 Events per month","4. 20+ Years","3. Tips","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","The farmers market in Nashville hosts a vibrant mix of local and visiting musicians even featuring music buskers if space allows","","","(615) 880-2001","https://www.nashvillefarmersmarket.org/","37208","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1711222096749,-86.7877884184662,1,1,3,1
"72","Nashville Jazz Workshop","1012 BUCHANAN ST","08107051800","Eric Holt","1. Yes","Null","3. Never","3. 11-20 Events per month","4. 20+ Years","","4. Very Likely","3. Somewhat likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","Nashville's community center for jazz, with classes, public performances, and special events. The Nashville Jazz Workshop is a non-profit organization supporting jazz musicians, jazz fans, and the jazz community","","","(615) 242-5299","https://nashvillejazz.org/","37208","Davidson","Nashville","Jazz","","","","","","","","","","","","","",36.1806230816494,-86.8042056588988,4,3,4,4
"73","Nashville Municipal Auditorium","417 4TH AVE N","09302001300","Eric Holt","2. No","9700","1. Always","2. 5-10 Events per month","4. 20+ Years","","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","The Nashville Municipal Auditorium is an indoor sports and concert venue in Nashville, Tennessee, which also houses the Musicians Hall of Fame and Museum. Constructed in 1962, the Auditorium was the first public assembly facility in the Mid South with ai","","","(615) 862-6982","https://www.nashvilleauditorium.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1675228673492,-86.7822397826025,3,3,3,3
"74","Nashville Nightlife Theater","2416 MUSIC VALLEY DR","06200023300","","2. No","280","4. Information unavailable","4. 20+ Events per month","","4. Mixed/all of the above","3. Somewhat likely","4. Very Likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Large dinner theater featuring a homestyle buffet & performances by acclaimed country-music artists","","","(615) 885-4747","http://www.nashvillenightlife.com/","37214","Davidson","Nashville","Country","","","","","1","","","","","","","","",36.2193629960737,-86.6971097730653,3,4,3,1
"75","Nashville Underground","105 BROADWAY","09306210100","","1. Yes","500","4. Information unavailable","4. 20+ Events per month","","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Owned by singer-songwriters Gavin and Joey DeGraw, this 4-level venue serves fried chicken, live music & beers.","","info@nashunderground.com","(615) 964-3000","https://www.nashunderground.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1618162660194,-86.7744782712609,1,3,1,1
"76","Nashville's War Memorial Auditorium","301 6TH AVE N","09301008100","Adrianna Flax","2. No","2,000","1. Always","4. 20+ Events per month","4. 20+ Years","1. Ticket sales","3. Somewhat likely","4. Very Likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","The War Memorial Auditorium is a 2,000-seat performance hall located in Nashville, Tennessee. Built in 1925, it served as home of the Grand Ole Opry during 1939-43. It is also known as the War Memorial Building, the Tennessee War Memorial, or simply the","","","(615) 782-4000","https://www.tpac.org/rentals/war-memorial-auditorium/","37243","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1644895542079,-86.7831345291273,3,4,3,3
"77","Nectar Urban Cantina","206 MCGAVOCK PIKE","09504003100","Adrianna Flax","1. Yes","","3. Never","3. 11-20 Events per month","2. 3-10 Years","4. Mixed/all of the above","2. Not too likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Nectar Cantina is a restaurant and bar located in Nashville, Tennessee that serves Mexican-inspired cuisine and a variety of drinks.","","nectarcantina@gmail.com","(615) 454-2277","https://www.nectarcantina.com/","37214","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1681389042098,-86.6807180053028,2,3,1,1
"78","Neighbors of Sylvan Park","4425 MURPHY RD","10308005400","","2. No","","4. Information unavailable","","3. 11-20 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Neighborhood Sports and Entertainment Bar with live music peformances.","","","(615) 942-5052","https://neighborsnashville.com/press/","37209","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1407000343448,-86.840106106772,1,1,1,1
"79","Nissan Stadium","1 TITANS WAY","09303006600","Eric Holt","2. No","69143","1. Always","3. 11-20 Events per month","4. 20+ Years","1. Ticket sales","1.Not At All Likely","2. Not too likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","Multipurpose stadium daily used for the Tennessee Titans as their home field but also for concerts and the CMA Music festival each June","","","(615) 565-4300","https://www.tennesseetitans.com/stadium/","37213","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1661718380032,-86.7715277080985,1,2,3,3
"80","Noble's East Nashville","974 MAIN ST","08309019300","","1. Yes","","2. Sometimes","1. 1-4 Events per month","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Noble's East Nashville is a bar and restaurant located in downtown Nashville, Tennessee. It offers a range of services, including drinks, snacks, traditional straight razor shaves, and live music performances.","","","(615) 922-4189","http://noblesbeerhall.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1776242311874,-86.7519245439188,1,1,1,1
"81","Nudie's Honky Tonk","409 BROADWAY","09306400600","Marcus Dowling","2. No","750","2. Sometimes","3. 11-20 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","This long-running, multi-level hangout features live music & a roadhouse vibe, plus a rooftop bar.","","","","https://www.nudieshonkytonk.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1605166616766,-86.7773290764037,1,2,1,1
"82","Old Glory","1200 VILLA PL","10501023300","Eric Holt","1. Yes","","4. Information unavailable","3. 11-20 Events per month","3. 11-20 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0"," Old Glory is a specialty cocktail bar that's located in an old 1920s boiler room in Nashville, Tennessee's Edgehill Village neighborhood.","","info@oldglorynashville.com","","https://oldglorynashville.com/","37212","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1427160803375,-86.791675486161,1,1,1,1
"83","Ole Red","300 BROADWAY","09306202900","Eric Holt","1. Yes","697","4. Information unavailable","4. 20+ Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","1.Not At All Likely","0","0","0","Multi-level entertainment venue inspired by Blake Shelton's hit ""Old' Red"" featuring a two-story bar and restaurant, retail area, performance space, and dance floor.","","nashville@olered.com","(615) 780-0900","https://olered.com/nashville/","37201","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1617422644678,-86.776286262436,1,3,2,1
"84","Opry Backstage Grill","2401 MUSIC VALLEY DR","06200002900","Marcus Dowling","2. No","Null","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Rustic dishes with roots in the Tennessee hills & live country music in a fun & lively atmosphere.","","","(615) 231-8854","https://www.marriott.com/en-us/hotels/bnagi-the-inn-at-opryland-a-gaylord-hotel/dining/?EM=DNM_OPRYBACKSTAGEGRILL.COM","37214","Davidson","Nashville","Country","","","","","","","","","","","","","",36.2178625537805,-86.6949961412843,1,1,1,1
"85","Out Loud Music Festival","14 JAMES ROBERTSON PKWY","08215006700","","1. Yes","","3. Never","1. 1-4 Events per month","2. 3-10 Years","1. Ticket sales","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","1","0","OUTLOUD Music Festival was created in 2017 to celebrate LGBTQI+ and ally musicians/artists. The festival creates a fun, energetic, and diverse line up that celebrates equality. ","","","","https://www.outloudmusicfestival.com/","37213","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1737113004534,-86.7683128688773,3,4,4,4
"86","Oz Arts Nashville","6172 COCKRILL BEND CIR","07900009400","Eric Holt","1. Yes","","1. Always","3. 11-20 Events per month","2. 3-10 Years","1. Ticket sales","3. Somewhat likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","Contemporary arts center that's housed in a newly renovated former cigar warehouse featuring a modern, flexible performance and installation space","Tim Ozgener","info@ozartsnashville.org","(615) 350-7200","https://www.ozartsnashville.org/","37209","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1796913175691,-86.8910274041475,3,4,3,3
"87","Phat Bites Deli & Bar","2730 LEBANON PIKE","09601001000","","1. Yes","200","3. Never","2. 5-10 Events per month","","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Phat Sandwiches, Wraps, Salads, Bongo Java Coffee, Espresso, Bar, Live Music, Open Mic, Karaoke and more!","","phatbitescatering@gmail.com","(615) 871-4055","https://www.phatbites.com/","37214","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1688845558948,-86.6657065205595,1,2,3,1
"88","Plaza Mariachi","3955 NOLENSVILLE PIKE","13315015400","Adrianna Flax","2. No","1126","2. Sometimes","3. 11-20 Events per month","2. 3-10 Years","4. Mixed/all of the above","3. Somewhat likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","A tourist and entertainment center that includes an art gallery, a Mariachi Hall of Fame, live Mariachi music as well as shopping","","","(615) 373-9292","https://plazamariachi.com/","37211","Davidson","Nashville","Mariachi","","","","","","","","","","","","","",36.0845717298691,-86.7298229124813,3,4,3,3
"89","Ray Stevens CabaRay","5724 RIVER RD","10200001200","","1. Yes","725","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","","2. Not too likely","4. Very Likely","4. Very Likely","1.Not At All Likely","","3. Somewhat likely","0","0","0","A Vegas-style Cabaret Showroom in Nashville walls decorated as an homage to the producers, musicians, songwriters, and artists who made Nashville �Music City� with live music and a full dinner service","","info@raystevenscabaray.com","(615) 327-4630","https://raystevenscabaray.com/","37209","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1295806603487,-86.9084220158718,2,4,1,3
"90","Red Door Saloon","1816 DIVISION ST","09216022300","","2. No","","4. Information unavailable","1. 1-4 Events per month","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Down-home bar and music venue  offering drinks, hot dogs, steamed sandwiches & more with optional outdoor seating ","","","(615) 320-6525","No website available","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1506328778858,-86.7959056716477,1,1,1,1
"91","Red Door Saloon East","1010 FORREST AVE","08309012700","","2. No","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Down-home bar and music venue  offering drinks, hot dogs, steamed sandwiches & more with optional outdoor seating ","","","(615) 226-7660","https://reddooreast.splashthat.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.17824763562,-86.7500578744722,1,1,1,1
"92","Redneck Riviera","208 BROADWAY","09306211100","Marcus Dowling","1. Yes","400","4. Information unavailable","2. 5-10 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Raucous destination featuring cocktails, brews & BBQ meals, plus nightly live music & a rooftop bar.","","contact@redneckrivieranashville.com","(615) 436-4070","https://redneckrivieranashville.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1619056148992,-86.7759017882828,1,2,1,1
"93","Renaissance Nashville Hotel-Bridge Bar","611 COMMERCE ST","09306311900","","2. No","0","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","Contemporary lounge features an eclectic array of live music, a 42-ft. bar & views of Nashville.","","","(615) 630-3899","https://www.marriott.com/en-us/hotels/bnash-renaissance-nashville-hotel/dining/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1607643782364,-86.7811421947112,1,1,1,4
"94","Rippy's Smokin' Bar & Grill","429 BROADWAY","09306310400","","1. Yes","800","2. Sometimes","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Top Golf","Laura Sumpter","lsumpter@rippysbarandgrill.com","(615) 244-7477","https://www.rippyshonkytonk.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1603567468744,-86.7781165621406,1,3,1,1
"95","Rocketown (Main Building)","601 4TH AVE S","09310038100","","2. No","1500","2. Sometimes","2. 5-10 Events per month","4. 20+ Years","","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","2. Not too likely","0","0","0","A multi-faceted oasis for youth comprised of three music venues featuring faith based music, a skatepark, a coffee bar, various after-school programs, and weekly outreach events","","info@rocketown.org","(615) 843-4001","https://www.rocketown.org/","37210","Davidson","Nashville","Faith Based","","","","","","","","","","","","","",36.1541142464825,-86.7731314057868,3,3,2,2
"96","Santa's Pub","2225 BRANSFORD AVE","10515006000","","1. Yes","","3. Never","","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Bar and Karaoke in Nashville, serving up cold beer and karaoke for 10 years. House band on Sundays but live music otherwise is sparse.","","","615-593-1872","https://www.santaspub.com/","37204","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1273528785504,-86.767241247249,1,1,1,1
"97","Schermerhorn Symphony Center","1 SYMPHONY PL","09306406200","Eric Holt","2. No","1844","4. Information unavailable","4. 20+ Events per month","4. 20+ Years","1. Ticket sales","3. Somewhat likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","The home of the Nashville Symphony, this venue is located across from the Country Music Hall of Fame and Museum featuring classical, jazz and world music","","","(615) 687-6400","https://www.nashvillesymphony.org/","37201","Davidson","Nashville","Classical, Jazz, World Music","","","","","","","","","","","","","",36.1597617885275,-86.7755446838684,3,4,3,1
"98","Sheraton Downtown Nashville","623 UNION ST","09305201600","","2. No","Null","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Hotel in downtown Nashville featuring live music in their lounge and restaurant","","","(615) 259-2000","https://www.marriott.com/en-us/hotels/bnand-sheraton-grand-nashville-downtown/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0","37219","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1631042502108,-86.7829051442598,1,1,1,1
"99","Sinema","2600 8TH AVE S","11802026300","Eric Holt","1. Yes","","4. Information unavailable","1. 1-4 Events per month","2. 3-10 Years","4. Mixed/all of the above","2. Not too likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Hosts a variety of live music performances, from jazz and blues to folk and rock. The venue also offers a full bar and restaurant, making it a great spot to enjoy live music and drinks.","Carly Houison","carly@sinemanashville.com","(615) 942-7746","https://www.sinemanashville.com/the-lounge","37204","Davidson","Nashville","Jazz, Blues, Folk, and Rock","","","","","","","","","","","","","",36.122149638576,-86.7744453612786,2,2,1,1
